Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Status_demographicsCosine,Status_travelJaccard,Status_dtwAllEdges,Status_dtwCommunication,Status_glPhone-undir5,Status_glEmail-undir5
635706,5,595298,1767225600,1346.38,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,466907,1767225600,1827.44,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,589943,1767225600,8451.08,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,537281,1767225600,179.25,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,580426,1767225600,6537.83,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,642329,1767225600,7422.71,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,503701,1767225600,5502.61,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,571970,1767225600,419.71,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,473173,1767225600,1568.36,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,620120,1767225600,288399.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,575030,1767225600,12879.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,630626,1767225600,3877.78,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,536346,1767225600,3898.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,520660,1767225600,3164.62,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,490041,1767225600,9945.27,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,567195,1767225600,3425.74,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,527449,1767225600,190.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,459381,1767225600,944.51,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,595298,1767225600,2351.23,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,589943,1767225600,3472.76,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,537281,1767225600,2016.75,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,523927,1767225600,5981.19,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,616315,1767225600,541.23,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,642329,1767225600,2715.88,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,503701,1767225600,1124.28,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,571970,1767225600,755.36,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,644226,1767225600,1088.3,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,632961,1767225600,1277.89,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,473173,1767225600,546.79,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,620120,1767225600,902.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,575030,1767225600,989.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
490041,5,621924,1767225600,309.48,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,630626,1767225600,8432.04,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,554431,1767225600,2533.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,554431,1767225600,25798.3,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,567195,1767225600,4869.66,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,527449,1767225600,477.21,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,459381,1767225600,991.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,595298,1767225600,1022.79,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,466907,1767225600,1592.45,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,589943,1767225600,2292.69,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,537281,1767225600,575.81,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,523927,1767225600,2100.87,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,580426,1767225600,507.66,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,595581,1767225600,864.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,642329,1767225600,3608.19,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,503701,1767225600,11532.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,571970,1767225600,109.57,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,473173,1767225600,2609.97,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
620120,5,554431,1767225600,1916.13,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,575030,1767225600,8023.05,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
554431,5,621924,1767225600,4588.96,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,630626,1767225600,15128.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,536346,1767225600,2378.96,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,599956,1767225600,4527.75,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,520660,1767225600,11521.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,599956,1767225600,87411.8,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,567195,1767225600,14199.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,527449,1767225600,1287.62,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,459381,1767225600,1200.8,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,595298,1767225600,5424.06,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,466907,1767225600,1734.92,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,589943,1767225600,4308.22,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,577992,1767225600,573.69,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,537281,1767225600,3138.12,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,523927,1767225600,2612.14,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,642329,1767225600,4236.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,503701,1767225600,5658.37,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,644226,1767225600,801.56,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,473173,1767225600,3394.47,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,620120,1767225600,6039.55,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,575030,1767225600,33836.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599956,5,621924,1767225600,4397.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,630626,1767225600,2836.39,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,566342,1767225600,11191.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,527449,1767225600,239.28,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,459381,1767225600,928.67,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,595298,1767225600,2976.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,466907,1767225600,1503.23,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,589943,1767225600,1392.07,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,577992,1767225600,1673.49,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,537281,1767225600,729.47,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,523927,1767225600,695.41,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,616315,1767225600,2325.96,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,642329,1767225600,3830.14,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,571970,1767225600,409.84,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,632961,1767225600,730.67,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,473173,1767225600,350.38,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,620120,1767225600,201.24,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,575030,1767225600,4154.76,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
566342,5,621924,1767225600,1246.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,630626,1767225600,5458.02,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,536346,1767225600,3302.11,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,548513,1767225600,1688.22,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,520660,1767225600,7279.05,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,548513,1767225600,8328.29,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,567195,1767225600,3345.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,527449,1767225600,706.38,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,459381,1767225600,2555.54,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,595298,1767225600,6392.63,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,589943,1767225600,1499.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,580426,1767225600,479.26,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,595581,1767225600,4817.44,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,571970,1767225600,60.39,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,644226,1767225600,1464.26,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,473173,1767225600,1129.58,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
620120,5,548513,1767225600,1057.83,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
548513,5,621924,1767225600,989.89,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,630626,1767225600,11194.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,536346,1767225600,937.43,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,599057,1767225600,1282.76,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,520660,1767225600,1584.35,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,599057,1767225600,26766.3,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,567195,1767225600,4545.13,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,527449,1767225600,50.84,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,459381,1767225600,1671.82,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,595298,1767225600,151.14,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,466907,1767225600,607.33,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,589943,1767225600,2235.21,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,577992,1767225600,121.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,523927,1767225600,1013.67,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,595581,1767225600,1123.79,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,616315,1767225600,2716.78,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,503701,1767225600,7222.34,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,644226,1767225600,2032.53,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,632961,1767225600,147.47,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,473173,1767225600,5174.1,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
620120,5,599057,1767225600,2317.44,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
599057,5,621924,1767225600,3217.81,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,568093,1767225600,10786.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,527449,1767225600,423.63,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,459381,1767225600,1351.29,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,595298,1767225600,6929.54,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,466907,1767225600,462.8,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,589943,1767225600,2057.6,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,577992,1767225600,5152.55,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,580426,1767225600,276.35,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,595581,1767225600,3047.35,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,616315,1767225600,4470.49,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,503701,1767225600,1230.07,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,632961,1767225600,55.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,473173,1767225600,1626.36,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,620120,1767225600,2087.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
568093,5,621924,1767225600,1770.99,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,464459,1767225600,453.32,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,464459,1767225600,51492.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,567195,1767225600,1167.72,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,527449,1767225600,534.04,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,459381,1767225600,1702.6,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,595298,1767225600,2991.42,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,466907,1767225600,1601.52,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,577992,1767225600,3184.21,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,537281,1767225600,1845.19,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,523927,1767225600,1784.67,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,595581,1767225600,4296.71,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,616315,1767225600,3261.55,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,571970,1767225600,763.63,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,632961,1767225600,699.42,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,473173,1767225600,1690.82,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
620120,5,464459,1767225600,3442.81,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,575030,1767225600,6587.65,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464459,5,621924,1767225600,5937.72,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,640784,1767225600,197.19,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,635665,1767225600,1388.78,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,635665,1767225600,30019.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,567195,1767225600,2739.08,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,527449,1767225600,39.34,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,459381,1767225600,1448.59,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,595298,1767225600,4378.48,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,577992,1767225600,3826.62,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,537281,1767225600,377.01,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,580426,1767225600,698.17,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,642329,1767225600,1576.24,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,503701,1767225600,5382.42,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,632961,1767225600,896.83,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,473173,1767225600,4052.61,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,620120,1767225600,5472.26,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,575030,1767225600,34041.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,5,621924,1767225600,461.46,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,474199,1767225600,556.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,474199,1767225600,7508.97,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,567195,1767225600,195.8,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,527449,1767225600,619.57,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,459381,1767225600,199.86,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,595298,1767225600,900.45,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,589943,1767225600,1383.94,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,577992,1767225600,134.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,537281,1767225600,101.17,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,580426,1767225600,739.24,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,595581,1767225600,314.86,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,642329,1767225600,229.05,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,571970,1767225600,134.02,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,473173,1767225600,826.39,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
620120,5,474199,1767225600,500.51,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
474199,5,575030,1767225600,3106.61,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,475130,1767225600,1288.3,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,475130,1767225600,10098.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,527449,1767225600,296.73,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,459381,1767225600,464.59,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,595298,1767225600,760.17,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,466907,1767225600,750.34,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,589943,1767225600,2085.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,577992,1767225600,48.06,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,537281,1767225600,227.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,523927,1767225600,873.6,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,580426,1767225600,606.11,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,595581,1767225600,923.51,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,616315,1767225600,691.64,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,642329,1767225600,233.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,503701,1767225600,1402.55,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,571970,1767225600,32.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,632961,1767225600,136.86,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,473173,1767225600,1083.35,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
475130,5,620120,1767225600,598.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,596193,1767225600,7055.78,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,527449,1767225600,25.88,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,459381,1767225600,498.56,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,595298,1767225600,3494.46,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,466907,1767225600,215.51,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,577992,1767225600,5715.91,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,523927,1767225600,80.41,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,580426,1767225600,114.24,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,642329,1767225600,762.62,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,503701,1767225600,3200.76,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,571970,1767225600,5.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,632961,1767225600,505.63,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,473173,1767225600,512.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,620120,1767225600,1413.95,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,575030,1767225600,740.74,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,5,621924,1767225600,5373.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,576641,1767225600,2326.88,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
576641,5,567195,1767225600,101.93,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
